filename,length,chroma_stft_mean,chroma_stft_var,rms_mean,rms_var,spectral_centroid_mean,spectral_centroid_var,spectral_bandwidth_mean,spectral_bandwidth_var,rolloff_mean,rolloff_var,zero_crossing_rate_mean,zero_crossing_rate_var,harmony_mean,harmony_var,perceptr_mean,perceptr_var,tempo,mfcc1_mean,mfcc1_var,mfcc2_mean,mfcc2_var,mfcc3_mean,mfcc3_var,mfcc4_mean,mfcc4_var,label
splitted_11_eating_05.wav,0.6713313460350037,0.0001132039978983812,5590.607439992584,3070.447953810783,9000.203910331607,0.31886882014318885,-766.166259765625,-15.013702392578125,5.953441143035889,2.921577215194702,2.724337339401245,16.84345054626465,1.2879230976104736,16.684537887573242,2.3285536766052246,15.722899436950684,1.2704416513442993,14.061272621154785,-0.7397305965423584,12.285761833190918,-1.6683685779571533,11.805170059204102,-2.2621333599090576,10.290048599243164,-3.545819044113159,8.794281005859375,Eating
splitted_12_eating_01.wav,0.700982391834259,5.551039066631347e-05,5401.3235055265695,2923.5401494613106,8726.422232518624,0.7299921844765866,-844.4132080078125,4.164976596832275,9.202452659606934,6.588901996612549,-0.43248462677001953,9.374770164489746,-6.296529293060303,8.779951095581055,-6.1850266456604,7.98643159866333,-5.726681232452393,6.993804454803467,-5.277412414550781,6.747076511383057,-5.203666687011719,6.493967533111572,-5.712997913360596,6.189979553222656,-5.680406093597412,5.85997200012207,Eating
splitted_12_eating_02.wav,0.7155206799507141,0.005588438827544451,5071.027726043343,2999.91419800529,8558.164916614262,0.6478483123306888,-490.7000427246094,-1.5928764343261719,4.479656219482422,5.101390838623047,4.417166709899902,12.155755996704102,1.2594313621520996,8.731621742248535,1.4001590013504028,6.644863605499268,0.6385794878005981,6.27929162979126,0.48537948727607727,5.095437049865723,0.44412761926651,4.992702484130859,-0.06968894600868225,3.98933482170105,-0.4088893532752991,3.658656358718872,Eating
splitted_12_eating_03.wav,0.7031583786010742,0.00011999749403912574,5321.930484057791,3023.2333281742776,8712.880647736069,0.724848980505031,-775.7399291992188,8.780407905578613,12.55203914642334,7.525213718414307,1.7064059972763062,9.730820655822754,-5.332075119018555,10.260758399963379,-5.180418968200684,8.870218276977539,-5.309014797210693,8.217391967773438,-4.500797271728516,6.744569778442383,-4.28994607925415,6.103447437286377,-3.8672561645507812,5.767763137817383,-3.949138641357422,5.21688985824585,Eating
splitted_12_eating_04.wav,0.6468930244445801,0.0033718717750161886,5465.6177478874115,3121.2367374670625,8944.945911135836,0.3038673991389319,-549.6885375976562,-9.660845756530762,9.179624557495117,-3.5089969635009766,5.067634582519531,10.523690223693848,3.546393632888794,11.557787895202637,5.149942874908447,11.010627746582031,3.4450831413269043,8.69838809967041,2.7375364303588867,9.426538467407227,2.486619472503662,7.1204633712768555,-0.34805265069007874,7.157204627990723,2.0995733737945557,6.45633602142334,Eating
splitted_12_eating_05.wav,0.6654402613639832,0.0001258785923710093,5652.950568032712,3043.0711667515093,9001.778900807856,0.30100725014512386,-756.6953125,-18.513870239257812,5.430043697357178,1.909906268119812,2.110210418701172,17.407154083251953,1.0898689031600952,17.151100158691406,2.894343137741089,16.24795913696289,1.2923431396484375,14.19589900970459,-0.8550655245780945,12.694323539733887,-1.7498469352722168,11.729011535644531,-1.9223629236221313,10.282234191894531,-3.6066603660583496,8.595742225646973,Eating
splitted_13_eating_01.wav,0.6872862577438354,0.0005816909251734614,5579.581003538789,2902.2995331085326,8816.755019621953,0.7246483014464009,-698.0540771484375,0.7667762041091919,1.3801987171173096,0.9684476852416992,0.8464071750640869,1.304355502128601,0.29298126697540283,0.8864970803260803,0.47907888889312744,0.9266433715820312,0.12035177648067474,0.837857186794281,0.14126040041446686,0.6170681715011597,0.14120589196681976,0.3976806104183197,0.11891543865203857,0.3903101980686188,-0.0035346883814781904,0.33488011360168457,Eating
splitted_13_eating_02.wav,0.7380843162536621,0.0010091611184179783,5136.908489444458,2999.2707313811884,8613.672914298326,0.6963582230795279,-533.4593505859375,4.228331089019775,5.8543381690979,13.724494934082031,0.2719517946243286,17.147981643676758,-4.906781196594238,12.715995788574219,-3.330230712890625,10.998266220092773,-4.80594539642334,10.793268203735352,-4.2910308837890625,8.990750312805176,-4.99013614654541,8.85020637512207,-4.586540222167969,8.485342979431152,-5.103655815124512,7.75872802734375,Eating
splitted_13_eating_03.wav,0.7031755447387695,7.016240124357864e-05,5386.794076689401,2998.3697819705367,8735.322178701867,0.7291021671826625,-817.7470092773438,8.043617248535156,12.418533325195312,6.499022006988525,0.8572051525115967,9.609081268310547,-7.008491039276123,11.0606689453125,-7.237576961517334,9.419808387756348,-6.549452304840088,7.612662315368652,-5.770462989807129,7.3388352394104,-5.532125473022461,6.748691558837891,-5.201198101043701,6.373279571533203,-5.088659286499023,5.778099060058594,Eating
splitted_13_eating_04.wav,0.625510573387146,0.0027905020397156477,5464.139551699447,3146.431894223133,8963.204134064194,0.28204062258126933,-542.7754516601562,-11.139415740966797,9.851533889770508,-2.4024572372436523,5.830753803253174,16.059234619140625,5.02455472946167,16.368757247924805,7.005493640899658,15.814619064331055,3.972393274307251,12.901640892028809,3.088867664337158,13.094036102294922,2.165731906890869,9.773297309875488,-1.1738544702529907,9.436758041381836,0.34837621450424194,7.505897045135498,Eating
splitted_13_eating_05.wav,0.6690194010734558,0.00012931365927215666,5652.110849198387,3046.3545097794536,9003.10389279581,0.2961629861648607,-755.8662719726562,-18.62441062927246,5.27057409286499,1.8331100940704346,2.312962532043457,16.903234481811523,1.080210566520691,17.159521102905273,2.1747090816497803,16.285648345947266,1.4124598503112793,14.132340431213379,-1.0863450765609741,12.444093704223633,-1.8755748271942139,11.943000793457031,-2.2333312034606934,10.327784538269043,-3.4636282920837402,8.463764190673828,Eating
splitted_14_eating_01.wav,0.6794722080230713,3.574700895114802e-05,5701.28728541461,2868.941614607408,8866.046388230458,0.727979724990325,-904.2943115234375,-2.030454158782959,12.119050979614258,1.4675418138504028,1.3252092599868774,6.799295425415039,-6.31073522567749,8.864805221557617,-6.8850016593933105,7.762885570526123,-5.7836503982543945,6.31939697265625,-5.0519890785217285,5.707305431365967,-5.251530647277832,5.894228935241699,-5.4866838455200195,5.788207530975342,-4.871307849884033,5.322977066040039,Eating
